Feature,Importance
"TRBV6-3, TRBV6-2, TRBV6-6, TRBV6-1, TRBV6-5",0.4369977146470778
TRBV5-8,0.43575541441648885
"TRBV6-5, TRBV6-1, TRBV6-6, TRBV6-2, TRBV6-3",0.4351523174447141
"TRBV3-1, TRBV3-2",0.427865736637386
"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-8, TRBV6-9",0.42698275943459085
"TRBV7-3, TRBV7-4",0.4250017115855003
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-8, TRBV6-9",0.42274792766520525
TRBV16,0.41944945216155294
TRBV7-3,0.41927885248142627
"TRBV6-1, TRBV6-5, TRBV6-6",0.41681109426895013
"TRBV5-8, TRBV5-4, TRBV5-3",0.4154419317583934
"TRBV6-2, TRBV6-3, TRBV6-5, TRBV6-6, TRBV6-7",0.4121519627595419
"TRBV24-1, TRBV20-1",0.4121519627595419
"TRBV6-2, TRBV6-3, TRBV6-5, TRBV6-6",0.4115509239767059
"TRBV6-1, TRBV6-5, TRBV6-8",0.41153395169734075
"TRBV7-7, TRBV7-6",0.40935592544261473
"TRBV5-6, TRBV5-7",0.40668394344315156
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-8",0.40387908999032857
"TRBV6-5, TRBV6-1, TRBV6-6, TRBV6-8, TRBV6-3",0.40115162755078065
"TRBV4-3, TRBV4-1, TRBV4-2",0.39873488126497
TRBV23-1,0.39205681090045214
"TRBV6-6, TRBV6-1, TRBV6-5, TRBV6-8, TRBV6-9",0.39120565980919675
"TRBV12-3, TRBV12-4",0.389924760878974
TRBV20-1,0.3889691337157184
TRBV11-1,0.3869060399581559
"TRBV5-4, TRBV5-8",0.38109164818083857
"TRBV7-2, TRBV28, TRBV7-8",0.38098599045149
"TRBJ2-1, TRBJ2-5",0.37885071183266467
"TRBV7-6, TRBV7-7, TRBV7-9",0.37605858622398247
"TRBV6-3, TRBV6-2, TRBV6-1, TRBV6-6, TRBV6-5",0.37031761193250273
TRBV11-3,0.369494103257318
"TRBV6-5, TRBV6-6, TRBV6-1",0.36645984006248433
TRBV12-5,0.36488065383413193
TRBV24-1,0.3630845226512921
"TRBV6-5, TRBV6-1, TRBV6-6, TRBV6-3, TRBV6-8",0.36100798926114597
"TRBV7-9, TRBV28",0.3607385188936765
"TRBV6-3, TRBV6-2, TRBV6-5, TRBV6-6",0.3605615423337185
"TRBV6-6, TRBV6-5, TRBV6-1, TRBV6-8, TRBV6-3",0.35892926508357303
"TRBV6-5, TRBV6-6, TRBV6-3, TRBV6-8, TRBV6-2",0.35878039629953323
"TRBV7-6, TRBV7-7",0.35813792724874494
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-8, TRBV6-3",0.3579079130184966
TRBV4-2,0.3545413449087687
