Feature,Importance
"TRBV10-3, TRBV6-4, TRBV6-2, TRBV6-3",0.0012906883
TRBV6-9,0.0012837761
"TRBV7-8, TRBV28, TRBV7-2",0.0012796213
"TRBV20-1, TRBV11-2",0.00127858
"TRBV7-8, TRBV7-3",0.0012773343
"TRBV25-1, TRBV19",0.0012698274
"TRBV7-9, TRBV7-2, TRBV7-3, TRBV7-4",0.001265832
"TRBV7-9, TRBV7-8, TRBV7-2, TRBV7-6",0.001265463
"TRBV6-5, TRBV6-1, TRBV6-8",0.0012250985
"TRBV7-9, TRBV15",0.001213814
"TRBV11-2, TRBV11-3, TRBV7-2",0.0012133268
"TRBV11-3, TRBV11-1, TRBV6-5, TRBV6-6, TRBV6-1",0.0012125369
"TRBV7-9, TRBV27, TRBV7-6",0.001209909
"TRBV7-9, TRBV7-2, TRBV7-6",0.0012038915
"TRBV19, TRBV27",0.0011844096
"TRBV5-5, TRBV5-6, TRBV7-2",0.0011528871
"TRBV7-2, TRBV27, TRBV7-8, TRBV7-9",0.0011324513
"TRBV20-1, TRBV6-2, TRBV6-3, TRBV6-5, TRBV6-6",0.001125978
"TRBV5-4, TRBV5-5, TRBV5-8, TRBV4-2",0.0011175865
"TRBV11-2, TRBV11-3, TRBV7-2, TRBV11-1",0.0011153518
"TRBV12-3, TRBV12-4, TRBV6-3, TRBV6-5, TRBV6-6",0.0011040735
"TRBV27, TRBV6-5, TRBV6-6",0.0011028845
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV28, TRBV6-9",0.0011008236
"TRBV25-1, TRBV20-1",0.0010878454
"TRBV2, TRBV15",0.0010662602
"TRBV27, TRBV6-5, TRBV6-1, TRBV6-6, TRBV6-3, TRBV6-8",0.0010492688
"TRBV4-3, TRBV4-2, TRBV7-2, TRBV4-1",0.001040766
"TRBV27, TRBV10-3",0.001026193
"TRBV28, TRBV11-1",0.0010124845
"TRBV6-2, TRBV6-3, TRBV6-1, TRBV6-6",0.0009584805
"TRBV6-9, TRBV6-5, TRBV6-6",0.00094445265
"TRBV7-8, TRBV7-2, TRBV2",0.0009342894
TRBV6-6,0.0009264567
"TRBV24-1, TRBV6-1, TRBV6-5",0.0008956057
"TRBV7-2, TRBV7-3, TRBV7-8, TRBV7-9",0.0008339299
