Feature,Importance
"TRBV5-6, TRBV5-5, TRBV5-7, TRBV5-3",0.029883516920987386
"TRBV6-5, TRBV6-6, TRBV6-3, TRBV6-1, TRBV6-8",0.028634241881812444
"TRBV6-5, TRBV6-1, TRBV6-6, TRBV6-2, TRBV6-3",0.027632381917463172
TRBV4-3,0.027540854343887505
"TRBV7-2, TRBV7-8, TRBV28",0.02736567395293264
"TRBV5-5, TRBV5-3",0.026830837762111724
"TRBV5-3, TRBV5-5, TRBV5-8",0.026510555179098193
"TRBV6-2, TRBV6-3, TRBV6-1, TRBV6-5",0.026488139588032557
"TRBV6-6, TRBV6-5, TRBV6-1, TRBV6-8, TRBV6-3",0.026133515653714315
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-3, TRBV6-9",0.02605910559022672
"TRBV6-1, TRBV6-6, TRBV6-5, TRBV6-8, TRBV6-9",0.025979088512024524
"TRBV6-6, TRBV6-1, TRBV6-5, TRBV6-8",0.025805866119869292
"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-9",0.02546693191369036
"TRBV6-6, TRBV6-1, TRBV6-5, TRBV6-9, TRBV6-8",0.025197340029452328
"TRBV11-2, TRBV11-3",0.02434442456050553
"TRBV6-1, TRBV6-5, TRBV6-8, TRBV6-3",0.023319348980126692
"TRBV6-2, TRBV6-3, TRBV6-5",0.023252686000653913
"TRBV6-5, TRBV6-6, TRBV6-8, TRBV6-1, TRBV6-3",0.023213395156480132
"TRBV6-8, TRBV6-1, TRBV6-5",0.023157095350654234
"TRBV5-4, TRBV5-8, TRBV5-5",0.022992598275236538
"TRBV6-5, TRBV6-6, TRBV6-8, TRBV6-3, TRBV6-2",0.022622653284471408
"TRBV6-5, TRBV6-1",0.022531590500828418
"TRBV6-2, TRBV6-3, TRBV6-1",0.022480061244356066
"TRBV6-6, TRBV6-5, TRBV6-1, TRBV6-3",0.022160186649412578
"TRBV5-7, TRBV5-6",0.02215108543788566
"TRBV5-6, TRBV5-5",0.022137552236367396
"TRBV7-9, TRBV28",0.021956859138746038
"TRBJ2-1, TRBJ2-7",0.021926153217217532
"TRBV5-8, TRBV5-4, TRBV5-3",0.02134071867348594
"TRBV6-6, TRBV6-5",0.021078623939658796
"TRBV6-5, TRBV6-6, TRBV6-1, TRBV10-3",0.020323992820842008
"TRBJ2-5, TRBJ2-1",0.02016519697539404
TRBV12-4,0.020137530622425764
"TRBV7-2, TRBV7-8, TRBV7-1",0.019982322370569253
"TRBJ2-1, TRBJ2-5",0.019587610226509913
"TRBV6-1, TRBV6-2, TRBV6-3, TRBV6-5, TRBV6-6",0.01951491647772489
"TRBV21-1, TRBV28",0.019435573695227498
"TRBV6-5, TRBV6-1, TRBV6-3, TRBV6-8",0.01915967098623513
"TRBV6-5, TRBV6-6, TRBV6-3, TRBV6-1",0.019121112878787587
"TRBV6-6, TRBV6-5, TRBV6-9, TRBV6-1, TRBV6-8",0.0188972351211926
"TRBV6-2, TRBV6-3, TRBV6-4, TRBV6-5, TRBV6-6",0.018886913113103383
"TRBV6-6, TRBV6-5, TRBV6-3, TRBV6-8, TRBV6-2",0.01867127490184948
"TRBV6-6, TRBV6-5, TRBV6-8, TRBV6-1, TRBV6-3",0.018577017735946822
"TRBV7-2, TRBV7-9",0.018455813460052
"TRBV5-4, TRBV4-2, TRBV5-8, TRBV5-5",0.01812199333412894
"TRBV6-9, TRBV6-1, TRBV6-5, TRBV6-6",0.017952659194935754
"TRBV6-7, TRBV20-1",0.01794461727261963
"TRBV6-6, TRBV6-5, TRBV6-8, TRBV6-3, TRBV6-2",0.017655935552099676
"TRBV6-2, TRBV6-3, TRBV6-6, TRBV6-5",0.017606323350606273
"TRBJ2-5, TRBJ2-3",0.01759162238031497
"TRBV6-9, TRBV6-2, TRBV6-3",0.01726391868241904
"TRBV24-1, TRBV6-1, TRBV6-5, TRBV6-6",0.01709733377808129
"TRBV7-8, TRBV7-2, TRBV28",0.01696120124977636
"TRBV6-5, TRBV6-1, TRBV6-8, TRBV6-3",0.016547004162125133
"TRBV5-5, TRBV5-3, TRBV5-6, TRBV5-8, TRBV7-9",0.016266590171333046
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-4, TRBV10-3",0.016118764995757855
"TRBV14, TRBV3-1, TRBV3-2, TRBV4-2",0.01584043655801436
"TRBV6-6, TRBV6-5, TRBV6-3, TRBV6-1, TRBV6-8",0.01580706942871469
