gene_segment,freq
TRBV1,8.51591154023475e-05
TRBV10-1,0.0018186902774852002
TRBV10-2,0.0046074017953887
TRBV10-3,-0.010067326983177003
"TRBV10-3, TRBV6-1, TRBV6-5, TRBV6-6",2.9365212207706e-06
TRBV11-1,0.000164445188363
"TRBV11-1, TRBV11-3",0.0030822588842579998
TRBV11-2,0.0056784131443905995
"TRBV11-2, TRBV11-3",0.001289132815918
"TRBV11-2, TRBV11-3, TRBV11-1",0.0015267215338290144
"TRBV11-2, TRBV11-3, TRBV5-8, TRBV11-1",2.9365212207706e-06
"TRBV11-2, TRBV11-3, TRBV7-2",0.0001556356247008
"TRBV11-2, TRBV11-3, TRBV7-2, TRBV11-1",5.8730424415412e-06
TRBV11-3,7.68605642189295e-05
"TRBV11-3, TRBV11-1",-0.0012194743841333002
TRBV12-1,-0.0058702266337086
TRBV12-2,1.17460848830824e-05
"TRBV12-3, TRBV12-4",-0.0006797430773151
"TRBV12-3, TRBV12-4, TRBV6-3, TRBV6-5, TRBV6-6",2.9365212207706e-06
TRBV12-5,2.9365212207706e-06
TRBV13,3.523825464924721e-05
TRBV14,-0.0002356846153136292
TRBV15,-0.0645489493128467
TRBV18,-0.0010417540840495
"TRBV18, TRBV10-3",-3.20602219208561e-06
TRBV19,0.0136369871013448
TRBV2,0.0010190432467998998
"TRBV2, TRBV15",2.9365212207706e-06
"TRBV2, TRBV28",-3.20602219208561e-06
TRBV20-1,0.0556735187319323
TRBV21-1,-0.0018771215733338997
"TRBV21-1, TRBV28",5.8730424415412e-06
TRBV23-1,6.753998807772381e-05
TRBV24-1,0.013166992630702201
"TRBV24-1, TRBV6-1, TRBV6-5",2.9365212207706e-06
TRBV25-1,-0.000669169358374
TRBV27,0.0629050423623159
"TRBV27, TRBV10-3",2.9365212207706e-06
"TRBV27, TRBV28",2.9365212207706e-06
TRBV28,0.04064947238024859
"TRBV28, TRBV6-1, TRBV6-5, TRBV6-6",-6.41204438417123e-06
"TRBV28, TRBV7-2, TRBV7-8",2.9365212207706e-06
TRBV29-1,0.0039416088531851
TRBV30,0.001751160683073217
TRBV4-1,0.0008075433357117
"TRBV4-1, TRBV4-2",2.9365212207706e-06
"TRBV4-1, TRBV4-3",0.0030494885320793003
"TRBV4-1, TRBV4-3, TRBV1, TRBV4-2",2.9365212207706e-06
TRBV4-2,7.3413030519265e-05
"TRBV4-2, TRBV28, TRBV4-3",5.8730424415412e-06
"TRBV4-2, TRBV4-3",0.0002011293205249
TRBV4-3,8.222259418157681e-05
"TRBV4-3, TRBV4-1",0.0006724633595563
"TRBV4-3, TRBV4-1, TRBV4-2",-0.00025157797048900015
"TRBV4-3, TRBV4-2",0.00034917652430031435
"TRBV4-3, TRBV4-2, TRBV4-1",-0.0008740365009012
TRBV5-1,-0.0015590576397876
TRBV5-3,0.0001203973700515
TRBV5-4,0.0003670651525963
"TRBV5-4, TRBV20-1",-3.20602219208561e-06
"TRBV5-4, TRBV28",2.9365212207706e-06
"TRBV5-4, TRBV5-8",-0.011873417991399102
"TRBV5-4, TRBV5-8, TRBV5-5",2.9365212207706e-06
TRBV5-5,0.0003788112374794
"TRBV5-5, TRBV5-3",5.8730424415412e-06
"TRBV5-5, TRBV5-3, TRBV5-6",8.80956366231181e-06
"TRBV5-5, TRBV5-3, TRBV5-6, TRBV5-8",0.0001879373581293
"TRBV5-5, TRBV5-3, TRBV5-8",8.222259418157681e-05
"TRBV5-5, TRBV5-6",-0.0012230098968233
"TRBV5-5, TRBV5-6, TRBV5-7",2.9365212207706e-06
"TRBV5-5, TRBV5-6, TRBV7-2",5.8730424415412e-06
TRBV5-6,4.69843395323296e-05
"TRBV5-6, TRBV20-1, TRBV5-7",2.9365212207706e-06
"TRBV5-6, TRBV5-5",6.16669456361826e-05
"TRBV5-6, TRBV5-5, TRBV5-7",0.000651907711011
"TRBV5-6, TRBV5-7",-0.0005547186054894
"TRBV5-6, TRBV5-7, TRBV5-5",-0.0010906529198446
TRBV5-8,0.0002701599523108
"TRBV5-8, TRBV4-2, TRBV5-5, TRBV5-4, TRBV7-2",2.9365212207706e-06
"TRBV5-8, TRBV5-4",-0.0005352793439589
"TRBV5-8, TRBV5-4, TRBV5-3",8.270561719681783e-06
"TRBV5-8, TRBV5-5, TRBV5-4, TRBV7-2, TRBV11-2",2.9365212207706e-06
"TRBV6-1, TRBV6-5",0.0002730964735316
"TRBV6-1, TRBV6-5, TRBV6-6",-0.0049070404711635
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-2, TRBV6-3",8.8095636623118e-06
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-3, TRBV6-8",-0.00010903274399445278
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-8",0.0013852750985515001
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-8, TRBV6-3",-0.0098069835656154
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-8, TRBV6-9",-0.00014144160561270058
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-9, TRBV6-8",0.0019087387935007
"TRBV6-1, TRBV6-5, TRBV6-8",-0.0055496244145002
"TRBV6-1, TRBV6-6, TRBV6-5",0.0004903990438686
"TRBV6-1, TRBV6-6, TRBV6-5, TRBV6-9, TRBV6-8",0.0015827849379953
"TRBV6-2, TRBV6-3",0.0002060674979328295
"TRBV6-2, TRBV6-3, TRBV6-1, TRBV6-5, TRBV6-6",-5.787633623980003e-05
"TRBV6-2, TRBV6-3, TRBV6-1, TRBV6-6, TRBV6-5",-0.00127599683245
"TRBV6-2, TRBV6-3, TRBV6-5, TRBV6-1, TRBV6-6",-0.0009650126798177
"TRBV6-2, TRBV6-3, TRBV6-5, TRBV6-6",-0.00039094917485420005
"TRBV6-2, TRBV6-3, TRBV6-5, TRBV6-6, TRBV6-1",-0.0013019145109580295
"TRBV6-3, TRBV6-2, TRBV6-5, TRBV6-1, TRBV6-6",0.0004522242679986
"TRBV6-3, TRBV6-2, TRBV6-5, TRBV6-6",-0.003972261495994
TRBV6-4,0.0181800028777898
"TRBV6-4, TRBV28",-3.20602219208561e-06
"TRBV6-4, TRBV6-1",2.9365212207706e-06
"TRBV6-4, TRBV6-1, TRBV6-5, TRBV6-6",5.8730424415412e-06
"TRBV6-5, TRBV6-1, TRBV6-6",0.000716511177868
"TRBV6-5, TRBV6-1, TRBV6-6, TRBV6-3, TRBV6-8",-3.47552316340063e-06
"TRBV6-5, TRBV6-1, TRBV6-6, TRBV6-8",-0.0160717892489251
"TRBV6-5, TRBV6-1, TRBV6-6, TRBV6-8, TRBV6-3",-0.0235129667567558
"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-3, TRBV6-8",-0.0167748109739626
"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-8",-0.0032310298034905
"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-8, TRBV6-3",-0.0013528118114073
"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-8, TRBV6-9",-0.015166374666897398
"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-9, TRBV6-8",1.414360416122298e-05
"TRBV6-5, TRBV6-6, TRBV6-2, TRBV6-3, TRBV6-8",-0.0044302220506489
"TRBV6-5, TRBV6-6, TRBV6-3, TRBV6-8",2.34921697661648e-05
"TRBV6-5, TRBV6-6, TRBV6-3, TRBV6-8, TRBV6-2",0.0005961138078164
"TRBV6-5, TRBV6-6, TRBV6-8, TRBV6-3, TRBV6-2",0.0003993668860248
"TRBV6-5, TRBV6-6, TRBV6-9, TRBV6-1, TRBV6-8",2.9365212207706e-06
"TRBV6-6, TRBV6-5, TRBV6-3, TRBV6-8, TRBV6-2",0.0010542111182566
TRBV6-9,0.0001761912732462
"TRBV6-9, TRBV6-1, TRBV6-5, TRBV6-6",3.81747758700178e-05
TRBV7-1,0.0018940561873967
"TRBV7-1, TRBV7-4",0.0001967469217916
TRBV7-2,0.009637393145597514
"TRBV7-2, TRBV27, TRBV7-8, TRBV7-9",2.9365212207706e-06
"TRBV7-2, TRBV7-3, TRBV7-8, TRBV7-9",2.9365212207706e-06
"TRBV7-2, TRBV7-3, TRBV7-9",0.00011452432761
"TRBV7-2, TRBV7-8",-0.053301162320587694
"TRBV7-2, TRBV7-8, TRBV28",-2.695009713150098e-07
"TRBV7-2, TRBV7-8, TRBV7-9",0.0012034603155693002
"TRBV7-2, TRBV7-9",-0.0008207024789789004
"TRBV7-2, TRBV7-9, TRBV7-3, TRBV7-8",2.9365212207706e-06
"TRBV7-2, TRBV7-9, TRBV7-8",0.0012979423795802
TRBV7-3,-0.007113597721503297
"TRBV7-3, TRBV7-4",-0.0117176680363761
"TRBV7-3, TRBV7-4, TRBV7-9",2.9365212207706e-06
"TRBV7-3, TRBV7-8",2.9365212207706e-06
"TRBV7-3, TRBV7-9",0.0002760329947523
TRBV7-4,0.0014095301859697
TRBV7-5,0.000179127794467
TRBV7-6,0.0147883208677994
"TRBV7-6, TRBV20-1",2.9365212207706e-06
"TRBV7-6, TRBV7-7",0.007760147582610758
"TRBV7-6, TRBV7-7, TRBV7-9",0.0001465565600672144
"TRBV7-6, TRBV7-9",1.17460848830824e-05
TRBV7-7,1.4682606103853e-05
"TRBV7-7, TRBV7-6",-0.0063508844404147995
TRBV7-8,0.0007864486852238288
"TRBV7-8, TRBV28, TRBV7-2",2.9365212207706e-06
"TRBV7-8, TRBV7-2",-0.0022548873718662016
"TRBV7-8, TRBV7-2, TRBV2",2.9365212207706e-06
"TRBV7-8, TRBV7-2, TRBV27",5.8730424415412e-06
"TRBV7-8, TRBV7-2, TRBV7-3",7.63495517400357e-05
"TRBV7-8, TRBV7-3",0.0001292069337139
"TRBV7-8, TRBV7-9, TRBV7-2",5.8730424415412e-06
TRBV7-9,0.0085584596486184
"TRBV7-9, TRBV15",2.9365212207706e-06
"TRBV7-9, TRBV20-1",2.9365212207706e-06
"TRBV7-9, TRBV28",2.6670202494555903e-06
"TRBV7-9, TRBV5-6",2.34921697661648e-05
"TRBV7-9, TRBV7-2, TRBV7-8",1.17460848830824e-05
"TRBV7-9, TRBV7-3",5.8730424415412e-06
"TRBV7-9, TRBV7-4",2.9365212207706e-06
"TRBV7-9, TRBV7-6",0.00030725672429555756
"TRBV7-9, TRBV7-8, TRBV7-2, TRBV7-6",5.8730424415412e-06
TRBV9,-0.00046983938472370005
