gene_segment,freq
TRBJ1-1,0.15040858856443237
TRBJ1-2,0.16361387560199933
TRBJ1-3,0.018624418499706898
TRBJ1-4,0.015496418696616868
TRBJ1-5,0.12644503335165114
TRBJ1-6,0.0458964744878252
TRBJ2-1,0.05519022341096729
TRBJ2-2,0.05636347973055574
TRBJ2-3,0.13470500397921614
TRBJ2-4,0.013045297539442252
TRBJ2-5,0.08808652560241419
"TRBJ2-5, TRBJ2-3",2.0511474118622e-06
"TRBJ2-5, TRBJ2-7",0.0002728026057776488
TRBJ2-6,0.008038446707086453
TRBJ2-7,0.12348727878373927
"TRBJ2-7, TRBJ2-5",0.0003240812910742
