Unnamed: 0,transition_type,TRBJ1-1,TRBJ1-2,TRBJ1-3,TRBJ1-5,TRBJ1-6,TRBJ2-1,TRBJ2-2,TRBJ2-3,TRBJ2-5,TRBJ2-6,TRBJ2-7
0,4,0.2553940318418132,0.8050065288267514,0.3616855622791977,0.2513582899792134,0.0,0.6308797422377328,0.6804777380565094,1.0,0.5747135386209329,0.533198053773017,0.3266641236644066
0,4,0.1480199053533308,1.0,0.3289710433439825,0.6148452013685087,0.4039094890339937,0.105221850498447,0.1052985360777834,0.0,0.4596788750458587,0.2929396357548167,0.3407887419291279
0,4,1.0,0.8131910678946775,0.406721010729113,0.0,0.903484343056414,0.3912893853899101,0.4884691601577099,0.8054936678989717,0.5453959784579999,0.5187868591126457,0.1936343826011887
0,4,0.6757630716875804,0.0,0.3192849462770395,0.9912767529269192,0.5142208650944996,0.6629984450069308,0.5422471969096656,0.4847769868844021,0.8804959719312115,0.5673850783647134,1.0
0,4,0.2854874222250057,0.7784608103860997,0.6508955471671127,1.0,0.5227061544157359,0.0529302817965657,0.8721214355221094,0.5550689701822626,0.0,0.4868170689445814,0.0821002112009159
0,4,0.0,0.6736100045686035,0.6501534018358607,0.4200839061037659,0.2529269645082149,1.0,0.8976378588133824,0.6424122156623987,0.9937549617394624,0.5806470564190206,0.9589046035397768
0,4,0.3027873113061786,0.4480937986468501,0.4207632864580206,0.9719411728386887,1.0,0.4446569432696684,0.5018144098443568,0.3199562855228645,0.4376677555074685,0.4737184927495607,0.0
0,4,0.605132740343151,0.5428060058329278,0.5856594708552912,0.0,0.045005915692738,0.640285033292655,0.590477804406841,1.0,0.3302582291723672,0.4949419475884937,0.7940948407240513
0,4,0.4051005954280063,0.0,0.5367373867836109,0.6570471815240448,0.530933089907313,0.7888535969832174,0.5352178432154939,0.539827708512996,1.0,0.5393247061484958,0.4157277809450828
0,2,0.8063820901879523,0.5689887156868859,0.6168547365967352,0.0,0.730530880940846,0.6560620410989051,0.6144944496189219,0.590465005699446,1.0,0.5778304113597075,0.5983058989761756
0,2,0.3972401430420328,1.0,0.4579539331495073,0.0551233227112767,0.8069174707784705,0.3317661079753381,0.6289484810026463,0.0,0.4171158880724756,0.3505934771837092,0.5826645119550418
0,2,0.0,0.60018931807273,0.547799960453424,1.0,0.4053154268123087,0.1422232183250374,0.6238849674617818,0.8489937361609893,0.1161330888111872,0.577621559160141,0.2480993173365754
0,2,0.8350301144466135,1.0,0.4244041580966233,0.5548309503397831,0.8358530032993448,0.5987560430872627,0.5490981422826606,0.0,0.8071778163353093,0.6288433419320064,0.2141842582101293
0,2,0.1486624786463535,0.8682030843366539,0.7131816399558625,1.0,0.7624077588459868,0.7055677846530483,0.4846443693451694,0.0,0.6756452297032415,0.7256898391228324,0.8497847344463425
0,2,0.3529409750581055,0.4313523775524927,0.4149954554787386,0.0,0.3793463810558931,0.2392869967487681,0.412720204375925,0.3833033560394284,1.0,0.3983173620769583,0.5373066508675939
0,1,0.1924757183250253,0.2866646477348138,0.37619238735663,1.0,0.4667019670471668,0.304637574687416,0.3721205758263108,0.400181897555232,0.0,0.4014006647488316,0.336146223782958
0,1,1.0,0.5967998203758252,0.5570406988602243,0.591348853897632,0.0,0.5338097698426071,0.5535865802295254,0.5851328515768057,0.1356219956012505,0.5342977660050618,0.9819159070600184
0,1,0.5596633340705934,0.5610297124280405,0.5341586701239179,0.0835647193759977,0.7064428155628398,0.674825823651197,0.5227807627607289,0.5852834994168447,0.0,0.5173406736291605,1.0
0,1,0.3616412604150148,0.004489479002236,0.3709146683249881,0.1601259741536033,0.0708753166745311,0.0,0.3857006683303397,1.0,0.4909907395989395,0.3157574229940998,0.4083494508718923
0,1,1.0,0.0,0.5360737905018499,0.4571804439871358,0.7944926989871601,0.676865068228275,0.6302310979623007,0.3513714184609496,0.2431983399850233,0.3908497227617009,0.2704094796722343
0,1,0.8414654518100947,0.3029900534843256,0.714336569115564,0.4750631519337434,0.5408462491366568,0.6735910974609747,0.8042185055394514,1.0,0.0,0.5935958223774964,0.2112075084255526
0,1,1.0,0.3236652359503368,0.4084933970375437,0.3680343360810337,0.1047058922923022,0.3898257169031118,0.4727031197134749,0.5161743442007984,0.0,0.3818704447916944,0.1041246592332875
0,1,0.0,0.9345293282120072,0.6520883077031719,0.7014522955611775,0.4945222038700136,0.541756439944255,0.6391228522776631,1.0,0.6735617498028288,0.6741134526623275,0.1634339870408195
0,1,0.1374001049581218,0.1604366310856406,0.9171785250723844,0.8300922296093339,0.7020618474504383,0.6094449568092932,1.0,0.9971526297480452,0.0,0.6789515449072032,0.8253402026696617
0,1,0.0,0.7519680692502941,0.6456683952122695,0.7286815469960899,0.7931914831313281,0.7011536222620348,0.6463021959099052,0.520903683763512,1.0,0.5955727577898363,0.7017922594333567
0,1,0.0,0.3158274513683564,0.6945968546490965,0.2860555908039344,0.6607807174188909,0.8010227352343413,0.95812412193565,1.0,0.6091784234292782,0.6798349307481004,0.8776833411337325
0,1,0.7184101148798874,0.4784185308305502,0.6635753457884012,0.6993459871351394,0.9269137161237784,0.6403856481853477,0.6585004750469448,0.6918940832953545,0.0,0.6531532385847587,1.0
0,1,0.1872221459547546,0.2369578496219656,0.391896414352864,1.0,0.1256699158026342,0.5736304236326127,0.4074579826370102,0.304942130038328,0.6724583778733085,0.3334248631218472,0.6183978147278953
0,1,0.5697308712591465,0.5697781942704033,0.442261197970338,0.5963555328458112,0.2041277730825748,0.4562040896021651,0.4640140514818789,0.3797427484794618,0.0,0.4566934014227785,1.0
0,1,0.0,0.0564483907180096,0.4337610363055948,1.0,0.4287979599605901,0.779069232289557,0.4335326748219976,0.4151284855846876,0.5469903712474758,0.4545266634958628,0.4466176565138088
0,1,0.9558507022829305,1.0,0.7452638830172528,0.8701384263068509,0.8888822311387939,0.8146355912112904,0.7448772131613874,0.7758868505171767,0.0,0.7604944524873015,0.6295762522351174
0,3,0.2992016824068925,0.4036489672988644,0.6551241101626497,0.9787319065009352,1.0,0.5414078088714447,0.6212084915083611,0.0,0.6756973225282851,0.6277009096059081,0.5357376555118762
0,3,1.0,0.7073583956605362,0.751161989913777,0.0,0.6996336203533897,0.6653265302529281,0.8321649159195318,0.7530006349730913,0.4227168844358452,0.5605844432403883,0.2445181412986165
0,3,0.1001409984550033,0.5346607370040064,0.4800511389173614,0.548385546670049,0.2921991973546997,0.194456330486988,0.3522833964709667,1.0,0.0,0.373490129345317,0.2991793928162028
0,3,1.0,0.7075906146313955,0.4262736243637892,0.3503419579479212,0.3169918662240101,0.262792536300781,0.4310053766915767,0.1257308340608779,0.2326366535804335,0.359009115529268,0.0
0,3,0.5025795213987418,0.2450153375792125,0.4750960244891146,0.5826480224724635,0.6859414264696856,1.0,0.4767398120849529,0.5094793408057483,0.2595262217543581,0.4772921389009129,0.0
0,3,0.0793624192270003,0.0,0.1661640341743243,0.0580336781399344,0.3236217632520725,0.1034094229022758,0.1520237763877514,0.1501236693400305,1.0,0.2283779003535759,0.2634712926534114
