Unnamed: 0,transition_type,TRBV10-1,TRBV10-3,TRBV11-2,"TRBV11-3, TRBV11-1",TRBV15,TRBV18,TRBV19,TRBV2,TRBV20-1,TRBV21-1,TRBV24-1,TRBV25-1,TRBV27,TRBV28,TRBV29-1,"TRBV4-1, TRBV4-3","TRBV4-2, TRBV4-3",TRBV5-1,"TRBV5-4, TRBV5-8","TRBV5-6, TRBV5-5, TRBV5-7","TRBV6-1, TRBV6-5, TRBV6-6","TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-3, TRBV6-8","TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-8","TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-8, TRBV6-9","TRBV6-2, TRBV6-3, TRBV6-1, TRBV6-5, TRBV6-6","TRBV6-2, TRBV6-3, TRBV6-5, TRBV6-6",TRBV6-4,"TRBV6-5, TRBV6-1, TRBV6-6, TRBV6-8","TRBV7-2, TRBV7-8",TRBV7-3,TRBV7-6,"TRBV7-6, TRBV7-7","TRBV7-8, TRBV7-2",TRBV7-9,"TRBV7-9, TRBV7-6",TRBV9
0,4,0.6573242893087908,0.6427599581542409,0.7284139149388259,0.6746980261432451,0.6741884227123928,0.6928331708870724,1.0,0.8510160603576511,0.7998955285098215,0.7013508827222894,0.6769612276468955,0.6780770788300181,0.0,0.6786470464459802,0.687963904696537,0.6891620104455685,0.6777114468267615,0.7265674830705869,0.6831924746111605,0.6813929770045468,0.702831565485908,0.63641942437364,0.619566244729471,0.6976019068228833,0.6640757282954025,0.7019056577043583,0.6793031613140138,0.6646736748972648,0.7177828613990753,0.7029372004693032,0.5794740167608599,0.6807003036989975,0.6862612516960778,0.6403421427618193,0.6748077450937381,0.694890415111086
0,4,0.3085398652797558,0.4574131168941979,0.1800488496463612,0.315207701234924,0.4207254191310673,0.2952109207292516,0.0648245758492902,0.2683272865626482,1.0,0.2620778073208796,0.4330273272360552,0.3193650691265168,0.0,0.3824830086118819,0.2988677422228437,0.2808819506292149,0.3022538928424823,0.2807852662937652,0.3245244897506008,0.3169178241974233,0.1502345644821399,0.3245825932237761,0.3646091822940115,0.3308188616322043,0.3367696094173683,0.3150748027098983,0.3335325533244643,0.3167556573647726,0.4568747934831865,0.3133642466053231,0.300924088134243,0.2236395658546869,0.2810414112994266,0.3397866917701792,0.3163567452186578,0.3133037608507267
0,4,0.3271208660246635,0.6273774152228373,0.508624386704744,0.4941344567609433,0.4004778421988115,0.5024939160353744,0.3052571618483276,0.4619309742807539,0.0,0.3409807384253734,0.5569683902341064,0.3913185307172239,0.4311249930624155,0.5503910796177134,0.4832296724364985,0.4690329907768847,0.5607871926663042,0.4954957381125753,0.481634022312304,0.4868495445476073,0.4961359157085313,0.4871825804308295,0.4536503219320857,0.4870359067855396,0.4404738965952405,0.5069417107191974,0.4721015095893601,0.5898729489685975,0.8361051616061124,0.6236703988966658,0.1276037660449464,0.4936149095897743,0.472217965532869,1.0,0.4947568627096573,0.4917334877852181
0,4,0.4375784964320109,0.3186967184090729,0.3705884899421477,0.3603046273453166,0.7276623838983775,0.3923662470868868,0.2926217198805328,0.2720981552723329,1.0,0.3512414521745403,0.5842881951463159,0.4483161685217339,0.3869121083168069,0.623818282347529,0.3511437829373487,0.3754090717031993,0.4591390493409263,0.3873402618903931,0.3867643537658405,0.4089289613668813,0.4483535396185445,0.4500209658518128,0.5162356366943271,0.414477522337235,0.3750414541817798,0.4805799222293503,0.3643315188701326,0.3215307581788404,0.0,0.4350026502750535,0.5383389964038211,0.4619698382824275,0.6263416343740118,0.3110254588555949,0.4072531153336569,0.3885724496466234
0,4,0.4027636740741314,0.3592967444535713,0.4679722830232422,0.4579757258835288,0.5058546128876199,0.3502127068744178,0.5756778308465188,0.5220293018733254,1.0,0.4932096596966392,0.5095249274213833,0.4325312608601823,0.0,0.2420176425012131,0.3722798696735691,0.4010681591992754,0.362882158282764,0.4557249802765662,0.4018219750519448,0.4117829657333811,0.4332289076730856,0.3477025563051227,0.4971112927087908,0.4262682646440298,0.3962864198489523,0.3394281834829304,0.4114536622417258,0.389708135395796,0.2585980913743796,0.3892514288007225,0.3753652437278584,0.4495945162049636,0.0886583149491918,0.081669691493328,0.406294384023305,0.4272178953654977
0,4,0.6954574866697686,0.6253515296238543,0.0,0.4469409786746445,0.2809842182704204,0.5109466393723835,0.1207681457891202,0.0645196137651489,0.5355695921270762,0.4060965369397369,1.0,0.6368786325021144,0.3702092484104434,0.3493611298588248,0.5777850650894383,0.5421559109694338,0.500796498059958,0.4451848487414694,0.564227135932287,0.4461594725153091,0.7302628232932509,0.4425395575112084,0.1566322958589735,0.4464688042416299,0.3304756036473898,0.5845782834239442,0.365802083890463,0.2781001785213372,0.4345403466300781,0.4408903266215417,0.4706667908190171,0.2902943057946371,0.7199944507100857,0.8536099239255678,0.4509375695209299,0.4121462836872712
0,4,0.5438456091975501,1.0,0.5615562191105979,0.5666318127877726,0.853946661841402,0.4659556217790743,0.969393124435719,0.7615688391251902,0.7020032640363837,0.2190517916053765,0.586250810718437,0.5776952930700818,0.792044222521675,0.4436368952635644,0.3998407803770347,0.5830092149757963,0.4804450162628995,0.5401987741439,0.5695314753255454,0.5259731117747661,0.662270802576966,0.5369404351787526,0.3063167528852867,0.5366004938295632,0.5552325190908288,0.5629215849728765,0.5263732123768685,0.65117328804387,0.4600475227193059,0.5571721417324413,0.5598040890501607,0.5557727991874668,0.0,0.6778130148917727,0.5376039212750751,0.5079166716006075
0,4,0.7239637808780407,0.0,0.7479905384450116,0.6777099079723661,0.7598889409084831,0.8710032268196375,0.3443882017054585,0.3367651762653396,0.953565153465009,0.879750472378597,0.6418302733450504,0.6610387140031884,0.4285458011317066,0.515981642781401,0.6210498309309535,0.6024312732582515,0.7747162622501778,0.7386486921602377,0.7273213033038027,0.6985076477124421,0.7222893519123235,0.7273295664735786,0.8469323085113567,0.7166590224364646,0.6701228727171368,0.6776876079418168,1.0,0.5402695565665667,0.543118163830427,0.6524417411405106,0.6216217152618807,0.5950298763376953,0.7378180722235507,0.1716328231262001,0.685492787237894,0.6983180396683688
0,4,0.685157495399328,0.6817646166757099,0.6966673885211379,0.7107978037222732,1.0,0.6980000584801084,0.6968960625124535,0.7014847863143459,0.0,0.709443719692572,0.5886347500842092,0.7211200438622585,0.6428096498407141,0.8304921516862468,0.6813255863499627,0.6915143301344946,0.7022091545262458,0.7011763605232375,0.7279871527635846,0.6998978766101569,0.7039267106408404,0.7004814261896509,0.5507367479448646,0.7054495360643018,0.7040151702072438,0.6913462348239956,0.7733850616785014,0.6712500172094455,0.8717843474482911,0.7108881417159334,0.7146355382890367,0.7012258648583898,0.8965947043936309,0.5777266452330456,0.8526852265401643,0.6985374418212961
0,2,0.5027109341964048,0.5906549747672624,0.5028580077306126,0.501766603009058,0.5011430938402518,0.5022550501749271,0.5042973027005068,0.5048846370149183,1.0,0.5054462383252722,0.5439664188002967,0.5046647228598815,0.0,0.3569464788216352,0.4611481950351376,0.5001937442117635,0.5040618154954835,0.502711448485208,0.5499300650077752,0.501869385138976,0.6694993597685387,0.5017991661534492,0.4952146564767824,0.506032374924315,0.5095817576629648,0.5151826184982651,0.4768289672128785,0.5181122667279073,0.5792358856337734,0.5052223542457047,0.1963997103704225,0.3664136294937465,0.2910300953013802,0.6276053319865244,0.5183692282406689,0.5165246001258619
