,transition_type,gene_segment,freq
68,2,"TRBV6-3, TRBV6-2, TRBV6-1, TRBV6-5, TRBV6-6",-0.0013100223679351
69,2,"TRBV6-3, TRBV6-2, TRBV6-5, TRBV6-1, TRBV6-6",0.0392726366433941
70,2,"TRBV6-3, TRBV6-2, TRBV6-5, TRBV6-6",-0.0031366036620462
71,2,"TRBV6-3, TRBV6-2, TRBV6-5, TRBV6-6, TRBV6-1",0.0215098112146428
72,2,"TRBV6-3, TRBV6-2, TRBV6-6, TRBV6-5",-0.0016096551435798
73,2,"TRBV6-3, TRBV6-2, TRBV6-6, TRBV6-5, TRBV6-1",-0.0039207761650256
74,2,TRBV6-4,-0.015100423632601
75,2,"TRBV6-5, TRBV6-1, TRBV6-6",-0.0016816599191223
76,2,"TRBV6-5, TRBV6-1, TRBV6-6, TRBV6-3, TRBV6-8",-0.0018721241641058
77,2,"TRBV6-5, TRBV6-1, TRBV6-6, TRBV6-8",0.0097388531874212
78,2,"TRBV6-5, TRBV6-1, TRBV6-6, TRBV6-8, TRBV6-3",0.0065439607420823
79,2,"TRBV6-5, TRBV6-1, TRBV6-6, TRBV6-8, TRBV6-9",-0.0014958411435287
80,2,"TRBV6-5, TRBV6-6, TRBV6-1",-0.0005551335920859
81,2,"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-3",7.60011248166473e-06
82,2,"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-3, TRBV6-8",-0.0063782294722512
83,2,"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-8",0.0038924648470502
84,2,"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-8, TRBV6-3",-0.000926771143273
85,2,"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-8, TRBV6-9",-0.0011543991433753
86,2,"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-9, TRBV6-8",-0.0010545215514938
87,2,"TRBV6-5, TRBV6-6, TRBV6-2, TRBV6-3, TRBV6-8",0.0082317914066369
88,2,"TRBV6-5, TRBV6-6, TRBV6-8",-0.0007827615921881
89,2,"TRBV6-6, TRBV6-5, TRBV6-1, TRBV6-3, TRBV6-8",0.0058884291286967
90,2,"TRBV6-6, TRBV6-5, TRBV6-1, TRBV6-8",-0.0040206537569072
91,2,"TRBV6-6, TRBV6-5, TRBV6-1, TRBV6-8, TRBV6-9",-0.0018883833069702
92,2,"TRBV6-6, TRBV6-5, TRBV6-1, TRBV6-9",-0.0013727362046979
93,2,"TRBV6-6, TRBV6-5, TRBV6-1, TRBV6-9, TRBV6-8",-0.0017629556334445
94,2,"TRBV6-6, TRBV6-5, TRBV6-8, TRBV6-2, TRBV6-3",-0.0002485326123564
95,2,TRBV6-7,-0.0001834960408987
96,2,TRBV7-2,-0.0006712703268319
97,2,"TRBV7-2, TRBV7-8",0.0103768674018625
98,2,TRBV7-3,0.0314598791482205
99,2,"TRBV7-3, TRBV7-4",-0.000697665821625
100,2,TRBV7-6,0.0212045473736302
101,2,"TRBV7-6, TRBV7-7",-0.0022902164091913
102,2,"TRBV7-6, TRBV7-7, TRBV7-9",-4.64546938984082e-06
103,2,"TRBV7-7, TRBV7-6",0.0082444041541908
104,2,"TRBV7-8, TRBV7-2",-0.0025486600323568
105,2,"TRBV7-8, TRBV7-2, TRBV28",-2.32273469492041e-06
106,2,TRBV7-9,-0.0013071813486646
107,2,"TRBV7-9, TRBV7-6",-0.0005916654388077
108,2,TRBV9,-0.00083053337977
0,2,TRBV1,0.0015542792549433
1,2,TRBV10-1,0.0009096544395416
2,2,TRBV10-2,-0.0094109195236835
3,2,TRBV10-3,-0.0007219310770265
4,2,"TRBV11-1, TRBV11-3",0.0004127973026762
5,2,TRBV11-2,0.001391827632098
6,2,"TRBV11-3, TRBV11-1",0.0085979341765602
7,2,TRBV12-1,0.0008935027802481
8,2,"TRBV12-3, TRBV12-4",0.0049513961250879
9,2,"TRBV12-4, TRBV12-3",0.0005818157638824
10,2,TRBV12-5,-0.0009700341345618
11,2,TRBV13,1.246748065462585e-05
12,2,TRBV14,0.0007491522583665
13,2,TRBV15,0.0369558818942111
14,2,TRBV18,-0.0014736549224327
15,2,TRBV19,0.0142652433055915
16,2,TRBV2,-0.0049452481647276
17,2,TRBV20-1,0.0223472557909545
18,2,TRBV21-1,0.0061665084269246
19,2,TRBV23-1,0.001709886939003
20,2,TRBV24-1,0.0265235355632957
21,2,"TRBV24-1, TRBV20-1",-2.72486988746287e-05
22,2,TRBV25-1,0.0107183046806746
23,2,TRBV27,-0.0338377596261984
24,2,TRBV28,0.0020571517471071
25,2,TRBV29-1,0.0028268340099727
26,2,"TRBV3-1, TRBV3-2",1.8465396858999392e-05
27,2,TRBV30,0.00951318599933
28,2,TRBV4-1,-0.002322315335204
29,2,"TRBV4-1, TRBV4-3",0.0033662729999593
30,2,TRBV4-2,0.0006316856865009
