unique_gene,count
"TRBJ2-7, TRBJ2-5, TRBJ2-3",1
"TRBJ1-5, TRBJ1-2",1
"TRBJ2-7, TRBJ2-4",1
"TRBJ2-3, TRBJ2-1",1
"TRBJ2-1, TRBJ1-2",1
"TRBJ1-2, TRBJ1-5",1
"TRBJ1-2, TRBJ2-6",1
"TRBJ2-5, TRBJ1-5",1
