gene_segment,freq
TRBV1,-0.0008162890065995
TRBV10-1,-0.0008964279895058002
TRBV10-2,-0.011576088648229699
TRBV10-3,-0.0044094297197689
"TRBV10-3, TRBV6-1, TRBV6-5, TRBV6-6",4.82822655524605e-05
TRBV11-1,0.0003119777158774
"TRBV11-1, TRBV11-3",-0.0021235701485648
TRBV11-2,0.004373738504101894
"TRBV11-2, TRBV5-6, TRBV5-7",1.85701021355617e-06
TRBV11-3,-0.0008949879692753999
"TRBV11-3, TRBV11-1",0.0035658157261406003
"TRBV11-3, TRBV11-1, TRBV6-5, TRBV6-6, TRBV6-1",1.85701021355617e-06
TRBV12-1,0.0002358402971216
TRBV12-2,4.35985489636853e-05
"TRBV12-3, TRBV12-4",0.006735317631047901
"TRBV12-3, TRBV12-4, TRBV12-5",1.85701021355617e-06
TRBV12-4,-6.41080434225147e-05
"TRBV12-4, TRBV12-3",0.001873723305478
TRBV12-5,0.0008511963223608002
TRBV13,-2.1369347807505e-05
TRBV14,0.0010431445743323995
TRBV15,0.007435392306697701
TRBV16,8.542246982358396e-05
TRBV18,-0.0051436025728302
TRBV19,0.013078511975912394
TRBV2,0.008742632336975201
"TRBV2, TRBV18",1.85701021355617e-06
TRBV20-1,0.04737227340414271
TRBV21-1,0.006413425887013
"TRBV21-1, TRBV28",1.85701021355617e-06
TRBV23-1,0.0010956360259979
TRBV24-1,0.007732027505463299
TRBV25-1,0.0015093914414505997
"TRBV25-1, TRBV19",3.71402042711235e-06
TRBV27,-0.0334478296242853
"TRBV27, TRBV6-5, TRBV6-1, TRBV6-6, TRBV6-3, TRBV6-8",3.71402042711235e-06
"TRBV27, TRBV6-5, TRBV6-6",1.85701021355617e-06
TRBV28,-0.013887938822640097
TRBV29-1,-0.0033601322018577007
"TRBV3-1, TRBV3-2",9.18808145161852e-05
TRBV30,0.0082624588456506
TRBV4-1,0.0004657251137574999
"TRBV4-1, TRBV4-3",-0.0010334596763779
TRBV4-2,0.00013063088267179998
"TRBV4-2, TRBV4-1, TRBV4-3",1.85701021355617e-06
"TRBV4-2, TRBV4-3",-0.0041196562046940995
TRBV4-3,1.67130919220056e-05
"TRBV4-3, TRBV4-1",0.000183844011142
"TRBV4-3, TRBV4-1, TRBV4-2",-0.00021227583911300005
"TRBV4-3, TRBV4-2",0.0004809656453109
"TRBV4-3, TRBV4-2, TRBV4-1",-0.0006074714700357001
TRBV5-1,0.0033839102342951006
TRBV5-3,0.0001727019498606
TRBV5-4,0.0007762302692663
"TRBV5-4, TRBV5-8",-0.0009725362015007002
TRBV5-5,0.0004976238158264804
"TRBV5-5, TRBV5-3, TRBV5-6, TRBV5-8",-0.00012544430187626978
"TRBV5-5, TRBV5-3, TRBV5-8",2.042711234911792e-05
"TRBV5-5, TRBV5-6",0.00012697178365119995
TRBV5-6,9.84215413184772e-05
"TRBV5-6, TRBV5-5",8.5422469823584e-05
"TRBV5-6, TRBV5-5, TRBV5-7",-0.00016748790836189998
"TRBV5-6, TRBV5-7",0.0004716805942432
"TRBV5-6, TRBV5-7, TRBV5-5",0.0005923862581243
TRBV5-8,3.1569173630455e-05
"TRBV5-8, TRBV5-4",0.0013346231133563
TRBV6-1,-0.0039787147803584
"TRBV6-1, TRBV6-5",0.0005930341243679006
"TRBV6-1, TRBV6-5, TRBV6-2, TRBV6-3",1.85701021355617e-06
