gene_segment,freq
TRBV1,0.0002402533580866826
TRBV10-1,0.0031232936551267966
TRBV10-2,0.002409813985657033
TRBV10-3,0.02246732918349889
TRBV11-1,0.0004113428706635612
"TRBV11-1, TRBV11-3",0.0019183866622979541
TRBV11-2,0.004157111135378582
TRBV11-3,0.0002948563940155072
"TRBV11-3, TRBV11-1",0.0020203123293650324
TRBV12-1,3.64020239525318e-06
TRBV12-2,8.008445269556987e-05
"TRBV12-3, TRBV12-4",0.006006333952167563
"TRBV12-4, TRBV12-3",0.0006734374431217709
TRBV12-5,6.188344071930394e-05
TRBV14,0.0023734119617049958
TRBV15,0.03574314731898764
TRBV16,9.828546467183584e-05
TRBV18,0.007498816934220876
TRBV19,0.04712242000654384
TRBV2,0.011670488879179711
TRBV20-1,0.21360343635103618
TRBV21-1,0.00765170543482143
TRBV23-1,0.0006989188598884707
TRBV24-1,0.031374904444684076
TRBV25-1,0.008481671580938387
TRBV27,0.07085653962359467
"TRBV27, TRBV28",3.64020239525318e-06
TRBV28,0.05308871173236063
TRBV29-1,0.011612245640855457
"TRBV3-1, TRBV3-2",2.5481416766772252e-05
TRBV30,0.014029340031303572
TRBV4-1,0.0002839357868297478
"TRBV4-1, TRBV4-3",0.002216883258708945
TRBV4-2,0.0004004222634776929
"TRBV4-2, TRBV4-3",0.005991773142585493
TRBV4-3,0.00019657092934367146
"TRBV4-3, TRBV4-1",0.0004295438826398263
"TRBV4-3, TRBV4-1, TRBV4-2",0.004058825670706966
"TRBV4-3, TRBV4-2",0.0011248225401331558
"TRBV4-3, TRBV4-2, TRBV4-1",0.0016417312802589042
TRBV5-1,0.0019220268646936772
TRBV5-3,1.820101197626588e-05
"TRBV5-3, TRBV5-5",0.0001492482982053595
"TRBV5-3, TRBV5-5, TRBV5-8",5.09628335335445e-05
TRBV5-4,0.000531469549706962
"TRBV5-4, TRBV5-8",0.003989661825197184
TRBV5-5,0.0001747297149721525
"TRBV5-5, TRBV5-3, TRBV5-6, TRBV5-8",0.00012012667904335474
